Emotion,Path
neutral,dataset/audio_speech_actors_01-24/Actor_01/03-01-01-01-01-01-01.wav
neutral,dataset/audio_speech_actors_01-24/Actor_01/03-01-01-01-01-02-01.wav
neutral,dataset/audio_speech_actors_01-24/Actor_01/03-01-01-01-02-01-01.wav
neutral,dataset/audio_speech_actors_01-24/Actor_01/03-01-01-01-02-02-01.wav
neutral,dataset/audio_speech_actors_01-24/Actor_01/03-01-02-01-01-01-01.wav
neutral,dataset/audio_speech_actors_01-24/Actor_01/03-01-02-01-01-02-01.wav
neutral,dataset/audio_speech_actors_01-24/Actor_01/03-01-02-01-02-01-01.wav
neutral,dataset/audio_speech_actors_01-24/Actor_01/03-01-02-01-02-02-01.wav
neutral,dataset/audio_speech_actors_01-24/Actor_01/03-01-02-02-01-01-01.wav
neutral,dataset/audio_speech_actors_01-24/Actor_01/03-01-02-02-01-02-01.wav
neutral,dataset/audio_speech_actors_01-24/Actor_01/03-01-02-02-02-01-01.wav
neutral,dataset/audio_speech_actors_01-24/Actor_01/03-01-02-02-02-02-01.wav
happy,dataset/audio_speech_actors_01-24/Actor_01/03-01-03-01-01-01-01.wav
happy,dataset/audio_speech_actors_01-24/Actor_01/03-01-03-01-01-02-01.wav
happy,dataset/audio_speech_actors_01-24/Actor_01/03-01-03-01-02-01-01.wav
happy,dataset/audio_speech_actors_01-24/Actor_01/03-01-03-01-02-02-01.wav
happy,dataset/audio_speech_actors_01-24/Actor_01/03-01-03-02-01-01-01.wav
happy,dataset/audio_speech_actors_01-24/Actor_01/03-01-03-02-01-02-01.wav
happy,dataset/audio_speech_actors_01-24/Actor_01/03-01-03-02-02-01-01.wav
happy,dataset/audio_speech_actors_01-24/Actor_01/03-01-03-02-02-02-01.wav
sad,dataset/audio_speech_actors_01-24/Actor_01/03-01-04-01-01-01-01.wav
sad,dataset/audio_speech_actors_01-24/Actor_01/03-01-04-01-01-02-01.wav
sad,dataset/audio_speech_actors_01-24/Actor_01/03-01-04-01-02-01-01.wav
sad,dataset/audio_speech_actors_01-24/Actor_01/03-01-04-01-02-02-01.wav
sad,dataset/audio_speech_actors_01-24/Actor_01/03-01-04-02-01-01-01.wav
sad,dataset/audio_speech_actors_01-24/Actor_01/03-01-04-02-01-02-01.wav
sad,dataset/audio_speech_actors_01-24/Actor_01/03-01-04-02-02-01-01.wav
sad,dataset/audio_speech_actors_01-24/Actor_01/03-01-04-02-02-02-01.wav
angry,dataset/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-01-01.wav
angry,dataset/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-02-01.wav
angry,dataset/audio_speech_actors_01-24/Actor_01/03-01-05-01-02-01-01.wav
angry,dataset/audio_speech_actors_01-24/Actor_01/03-01-05-01-02-02-01.wav
angry,dataset/audio_speech_actors_01-24/Actor_01/03-01-05-02-01-01-01.wav
angry,dataset/audio_speech_actors_01-24/Actor_01/03-01-05-02-01-02-01.wav
angry,dataset/audio_speech_actors_01-24/Actor_01/03-01-05-02-02-01-01.wav
angry,dataset/audio_speech_actors_01-24/Actor_01/03-01-05-02-02-02-01.wav
surprise,dataset/audio_speech_actors_01-24/Actor_01/03-01-08-01-01-01-01.wav
surprise,dataset/audio_speech_actors_01-24/Actor_01/03-01-08-01-01-02-01.wav
surprise,dataset/audio_speech_actors_01-24/Actor_01/03-01-08-01-02-01-01.wav
surprise,dataset/audio_speech_actors_01-24/Actor_01/03-01-08-01-02-02-01.wav
surprise,dataset/audio_speech_actors_01-24/Actor_01/03-01-08-02-01-01-01.wav
surprise,dataset/audio_speech_actors_01-24/Actor_01/03-01-08-02-01-02-01.wav
surprise,dataset/audio_speech_actors_01-24/Actor_01/03-01-08-02-02-01-01.wav
surprise,dataset/audio_speech_actors_01-24/Actor_01/03-01-08-02-02-02-01.wav
neutral,dataset/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-01-02.wav
neutral,dataset/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-02-02.wav
neutral,dataset/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-01-02.wav
neutral,dataset/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-02-02.wav
neutral,dataset/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-01-02.wav
neutral,dataset/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-02-02.wav
neutral,dataset/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-01-02.wav
neutral,dataset/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-02-02.wav
neutral,dataset/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-01-02.wav
neutral,dataset/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-02-02.wav
neutral,dataset/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-01-02.wav
neutral,dataset/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-02-02.wav
happy,dataset/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-01-02.wav
happy,dataset/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-02-02.wav
happy,dataset/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-01-02.wav
happy,dataset/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-02-02.wav
happy,dataset/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-01-02.wav
happy,dataset/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-02-02.wav
happy,dataset/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-01-02.wav
happy,dataset/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-02-02.wav
sad,dataset/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-01-02.wav
sad,dataset/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-02-02.wav
sad,dataset/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-01-02.wav
sad,dataset/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-02-02.wav
sad,dataset/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-01-02.wav
sad,dataset/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-02-02.wav
sad,dataset/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-01-02.wav
sad,dataset/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-02-02.wav
angry,dataset/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-01-02.wav
angry,dataset/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-02-02.wav
angry,dataset/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-01-02.wav
angry,dataset/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-02-02.wav
angry,dataset/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-01-02.wav
angry,dataset/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-02-02.wav
angry,dataset/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-01-02.wav
angry,dataset/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-02-02.wav
surprise,dataset/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-01-02.wav
surprise,dataset/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-02-02.wav
surprise,dataset/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-01-02.wav
surprise,dataset/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-02-02.wav
surprise,dataset/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-01-02.wav
surprise,dataset/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-02-02.wav
surprise,dataset/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-01-02.wav
surprise,dataset/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-02-02.wav
neutral,dataset/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-01-03.wav
neutral,dataset/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-02-03.wav
neutral,dataset/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-01-03.wav
neutral,dataset/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-02-03.wav
neutral,dataset/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
neutral,dataset/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-02-03.wav
neutral,dataset/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-01-03.wav
neutral,dataset/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-02-03.wav
neutral,dataset/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
neutral,dataset/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
neutral,dataset/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
neutral,dataset/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-02-03.wav
happy,dataset/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-01-03.wav
happy,dataset/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-02-03.wav
happy,dataset/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
happy,dataset/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-02-03.wav
happy,dataset/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-01-03.wav
happy,dataset/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-02-03.wav
happy,dataset/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
happy,dataset/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-02-03.wav
sad,dataset/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-01-03.wav
sad,dataset/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-02-03.wav
sad,dataset/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
sad,dataset/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-02-03.wav
sad,dataset/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-01-03.wav
sad,dataset/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-02-03.wav
sad,dataset/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-01-03.wav
sad,dataset/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-02-03.wav
angry,dataset/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-01-03.wav
angry,dataset/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-02-03.wav
angry,dataset/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-01-03.wav
angry,dataset/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-02-03.wav
angry,dataset/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-01-03.wav
angry,dataset/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-02-03.wav
angry,dataset/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-01-03.wav
angry,dataset/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-02-03.wav
surprise,dataset/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-01-03.wav
surprise,dataset/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-02-03.wav
surprise,dataset/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-01-03.wav
surprise,dataset/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-02-03.wav
surprise,dataset/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-01-03.wav
surprise,dataset/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-02-03.wav
surprise,dataset/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-01-03.wav
surprise,dataset/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-02-03.wav
neutral,dataset/audio_speech_actors_01-24/Actor_04/03-01-01-01-01-01-04.wav
neutral,dataset/audio_speech_actors_01-24/Actor_04/03-01-01-01-01-02-04.wav
neutral,dataset/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-01-04.wav
neutral,dataset/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-02-04.wav
neutral,dataset/audio_speech_actors_01-24/Actor_04/03-01-02-01-01-01-04.wav
neutral,dataset/audio_speech_actors_01-24/Actor_04/03-01-02-01-01-02-04.wav
neutral,dataset/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-01-04.wav
neutral,dataset/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-02-04.wav
neutral,dataset/audio_speech_actors_01-24/Actor_04/03-01-02-02-01-01-04.wav
neutral,dataset/audio_speech_actors_01-24/Actor_04/03-01-02-02-01-02-04.wav
neutral,dataset/audio_speech_actors_01-24/Actor_04/03-01-02-02-02-01-04.wav
neutral,dataset/audio_speech_actors_01-24/Actor_04/03-01-02-02-02-02-04.wav
happy,dataset/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-01-04.wav
happy,dataset/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-02-04.wav
happy,dataset/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-01-04.wav
happy,dataset/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-02-04.wav
happy,dataset/audio_speech_actors_01-24/Actor_04/03-01-03-02-01-01-04.wav
happy,dataset/audio_speech_actors_01-24/Actor_04/03-01-03-02-01-02-04.wav
happy,dataset/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-01-04.wav
happy,dataset/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-02-04.wav
sad,dataset/audio_speech_actors_01-24/Actor_04/03-01-04-01-01-01-04.wav
sad,dataset/audio_speech_actors_01-24/Actor_04/03-01-04-01-01-02-04.wav
sad,dataset/audio_speech_actors_01-24/Actor_04/03-01-04-01-02-01-04.wav
sad,dataset/audio_speech_actors_01-24/Actor_04/03-01-04-01-02-02-04.wav
sad,dataset/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-01-04.wav
sad,dataset/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-02-04.wav
sad,dataset/audio_speech_actors_01-24/Actor_04/03-01-04-02-02-01-04.wav
sad,dataset/audio_speech_actors_01-24/Actor_04/03-01-04-02-02-02-04.wav
angry,dataset/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-01-04.wav
angry,dataset/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-02-04.wav
angry,dataset/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-01-04.wav
angry,dataset/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-02-04.wav
angry,dataset/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-01-04.wav
angry,dataset/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-02-04.wav
angry,dataset/audio_speech_actors_01-24/Actor_04/03-01-05-02-02-01-04.wav
angry,dataset/audio_speech_actors_01-24/Actor_04/03-01-05-02-02-02-04.wav
surprise,dataset/audio_speech_actors_01-24/Actor_04/03-01-08-01-01-01-04.wav
surprise,dataset/audio_speech_actors_01-24/Actor_04/03-01-08-01-01-02-04.wav
surprise,dataset/audio_speech_actors_01-24/Actor_04/03-01-08-01-02-01-04.wav
surprise,dataset/audio_speech_actors_01-24/Actor_04/03-01-08-01-02-02-04.wav
surprise,dataset/audio_speech_actors_01-24/Actor_04/03-01-08-02-01-01-04.wav
surprise,dataset/audio_speech_actors_01-24/Actor_04/03-01-08-02-01-02-04.wav
surprise,dataset/audio_speech_actors_01-24/Actor_04/03-01-08-02-02-01-04.wav
surprise,dataset/audio_speech_actors_01-24/Actor_04/03-01-08-02-02-02-04.wav
neutral,dataset/audio_speech_actors_01-24/Actor_05/03-01-01-01-01-01-05.wav
neutral,dataset/audio_speech_actors_01-24/Actor_05/03-01-01-01-01-02-05.wav
neutral,dataset/audio_speech_actors_01-24/Actor_05/03-01-01-01-02-01-05.wav
neutral,dataset/audio_speech_actors_01-24/Actor_05/03-01-01-01-02-02-05.wav
neutral,dataset/audio_speech_actors_01-24/Actor_05/03-01-02-01-01-01-05.wav
neutral,dataset/audio_speech_actors_01-24/Actor_05/03-01-02-01-01-02-05.wav
neutral,dataset/audio_speech_actors_01-24/Actor_05/03-01-02-01-02-01-05.wav
neutral,dataset/audio_speech_actors_01-24/Actor_05/03-01-02-01-02-02-05.wav
neutral,dataset/audio_speech_actors_01-24/Actor_05/03-01-02-02-01-01-05.wav
neutral,dataset/audio_speech_actors_01-24/Actor_05/03-01-02-02-01-02-05.wav
neutral,dataset/audio_speech_actors_01-24/Actor_05/03-01-02-02-02-01-05.wav
neutral,dataset/audio_speech_actors_01-24/Actor_05/03-01-02-02-02-02-05.wav
happy,dataset/audio_speech_actors_01-24/Actor_05/03-01-03-01-01-01-05.wav
happy,dataset/audio_speech_actors_01-24/Actor_05/03-01-03-01-01-02-05.wav
happy,dataset/audio_speech_actors_01-24/Actor_05/03-01-03-01-02-01-05.wav
happy,dataset/audio_speech_actors_01-24/Actor_05/03-01-03-01-02-02-05.wav
happy,dataset/audio_speech_actors_01-24/Actor_05/03-01-03-02-01-01-05.wav
happy,dataset/audio_speech_actors_01-24/Actor_05/03-01-03-02-01-02-05.wav
happy,dataset/audio_speech_actors_01-24/Actor_05/03-01-03-02-02-01-05.wav
happy,dataset/audio_speech_actors_01-24/Actor_05/03-01-03-02-02-02-05.wav
sad,dataset/audio_speech_actors_01-24/Actor_05/03-01-04-01-01-01-05.wav
sad,dataset/audio_speech_actors_01-24/Actor_05/03-01-04-01-01-02-05.wav
sad,dataset/audio_speech_actors_01-24/Actor_05/03-01-04-01-02-01-05.wav
sad,dataset/audio_speech_actors_01-24/Actor_05/03-01-04-01-02-02-05.wav
sad,dataset/audio_speech_actors_01-24/Actor_05/03-01-04-02-01-01-05.wav
sad,dataset/audio_speech_actors_01-24/Actor_05/03-01-04-02-01-02-05.wav
sad,dataset/audio_speech_actors_01-24/Actor_05/03-01-04-02-02-01-05.wav
sad,dataset/audio_speech_actors_01-24/Actor_05/03-01-04-02-02-02-05.wav
angry,dataset/audio_speech_actors_01-24/Actor_05/03-01-05-01-01-01-05.wav
angry,dataset/audio_speech_actors_01-24/Actor_05/03-01-05-01-01-02-05.wav
angry,dataset/audio_speech_actors_01-24/Actor_05/03-01-05-01-02-01-05.wav
angry,dataset/audio_speech_actors_01-24/Actor_05/03-01-05-01-02-02-05.wav
angry,dataset/audio_speech_actors_01-24/Actor_05/03-01-05-02-01-01-05.wav
angry,dataset/audio_speech_actors_01-24/Actor_05/03-01-05-02-01-02-05.wav
angry,dataset/audio_speech_actors_01-24/Actor_05/03-01-05-02-02-01-05.wav
angry,dataset/audio_speech_actors_01-24/Actor_05/03-01-05-02-02-02-05.wav
surprise,dataset/audio_speech_actors_01-24/Actor_05/03-01-08-01-01-01-05.wav
surprise,dataset/audio_speech_actors_01-24/Actor_05/03-01-08-01-01-02-05.wav
surprise,dataset/audio_speech_actors_01-24/Actor_05/03-01-08-01-02-01-05.wav
surprise,dataset/audio_speech_actors_01-24/Actor_05/03-01-08-01-02-02-05.wav
surprise,dataset/audio_speech_actors_01-24/Actor_05/03-01-08-02-01-01-05.wav
surprise,dataset/audio_speech_actors_01-24/Actor_05/03-01-08-02-01-02-05.wav
surprise,dataset/audio_speech_actors_01-24/Actor_05/03-01-08-02-02-01-05.wav
surprise,dataset/audio_speech_actors_01-24/Actor_05/03-01-08-02-02-02-05.wav
neutral,dataset/audio_speech_actors_01-24/Actor_06/03-01-01-01-01-01-06.wav
neutral,dataset/audio_speech_actors_01-24/Actor_06/03-01-01-01-01-02-06.wav
neutral,dataset/audio_speech_actors_01-24/Actor_06/03-01-01-01-02-01-06.wav
neutral,dataset/audio_speech_actors_01-24/Actor_06/03-01-01-01-02-02-06.wav
neutral,dataset/audio_speech_actors_01-24/Actor_06/03-01-02-01-01-01-06.wav
neutral,dataset/audio_speech_actors_01-24/Actor_06/03-01-02-01-01-02-06.wav
neutral,dataset/audio_speech_actors_01-24/Actor_06/03-01-02-01-02-01-06.wav
neutral,dataset/audio_speech_actors_01-24/Actor_06/03-01-02-01-02-02-06.wav
neutral,dataset/audio_speech_actors_01-24/Actor_06/03-01-02-02-01-01-06.wav
neutral,dataset/audio_speech_actors_01-24/Actor_06/03-01-02-02-01-02-06.wav
neutral,dataset/audio_speech_actors_01-24/Actor_06/03-01-02-02-02-01-06.wav
neutral,dataset/audio_speech_actors_01-24/Actor_06/03-01-02-02-02-02-06.wav
happy,dataset/audio_speech_actors_01-24/Actor_06/03-01-03-01-01-01-06.wav
happy,dataset/audio_speech_actors_01-24/Actor_06/03-01-03-01-01-02-06.wav
happy,dataset/audio_speech_actors_01-24/Actor_06/03-01-03-01-02-01-06.wav
happy,dataset/audio_speech_actors_01-24/Actor_06/03-01-03-01-02-02-06.wav
happy,dataset/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-01-06.wav
happy,dataset/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-02-06.wav
happy,dataset/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-01-06.wav
happy,dataset/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-02-06.wav
sad,dataset/audio_speech_actors_01-24/Actor_06/03-01-04-01-01-01-06.wav
sad,dataset/audio_speech_actors_01-24/Actor_06/03-01-04-01-01-02-06.wav
sad,dataset/audio_speech_actors_01-24/Actor_06/03-01-04-01-02-01-06.wav
sad,dataset/audio_speech_actors_01-24/Actor_06/03-01-04-01-02-02-06.wav
sad,dataset/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-01-06.wav
sad,dataset/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-02-06.wav
sad,dataset/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-01-06.wav
sad,dataset/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-02-06.wav
angry,dataset/audio_speech_actors_01-24/Actor_06/03-01-05-01-01-01-06.wav
angry,dataset/audio_speech_actors_01-24/Actor_06/03-01-05-01-01-02-06.wav
angry,dataset/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-01-06.wav
angry,dataset/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-02-06.wav
angry,dataset/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-01-06.wav
angry,dataset/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-02-06.wav
angry,dataset/audio_speech_actors_01-24/Actor_06/03-01-05-02-02-01-06.wav
angry,dataset/audio_speech_actors_01-24/Actor_06/03-01-05-02-02-02-06.wav
surprise,dataset/audio_speech_actors_01-24/Actor_06/03-01-08-01-01-01-06.wav
surprise,dataset/audio_speech_actors_01-24/Actor_06/03-01-08-01-01-02-06.wav
surprise,dataset/audio_speech_actors_01-24/Actor_06/03-01-08-01-02-01-06.wav
surprise,dataset/audio_speech_actors_01-24/Actor_06/03-01-08-01-02-02-06.wav
surprise,dataset/audio_speech_actors_01-24/Actor_06/03-01-08-02-01-01-06.wav
surprise,dataset/audio_speech_actors_01-24/Actor_06/03-01-08-02-01-02-06.wav
surprise,dataset/audio_speech_actors_01-24/Actor_06/03-01-08-02-02-01-06.wav
